"ID";"Down";"ToGo";"Spot";"Text";"Quarter";"GameID";"PlayNum";"PlayID";"HasBall";"Type";"active";"Clock"
"2786";"1";"0";"V03";"1st & GOAL at NCST03: Blair, S. kick attempt good.";"1";"264";"13";"1,7,13";"H";"X";"ACTIVE";
"2787";"1";"0";"H30";"1st & GOAL at GT30: Blair, S. kickoff 50 yards to the NCST20, ELMORE,Lennel return 11 yards to the NCST31 (Holton, F.).";"1";"264";"14";"1,8,14";"H";"K";"ACTIVE";
"2788";"1";"10";"V31";"1st & 10 at NCST31: SOUTH CAROLINA STATE drive start at 12:40.";"1";"264";"15";"2,1,15";"V";;"ACTIVE";
"2789";"1";"10";"V31";"1st & 10 at NCST31: MASSEY,Chris rush for 7 yards to the NCST38 (Edwards, M.;Jackson, K.).";"1";"264";"16";"2,2,16";"V";"R";"ACTIVE";
"2790";"2";"3";"V38";"2nd & 3 at NCST38: LONG, Malcolm pass incomplete to ELMORE,Lennel, dropped pass.";"1";"264";"17";"2,3,17";"V";"P";"ACTIVE";
"2791";"3";"3";"V38";"3rd & 3 at NCST38: LONG, Malcolm pass complete to CLARK,DeWain for 7 yards to the NCST45, 1ST DOWN NCST (Jefferson, B.).";"1";"264";"18";"2,4,18";"V";"P";"ACTIVE";
"2792";"1";"10";"V45";"1st & 10 at NCST45: MASSEY,Chris rush for loss of 5 yards to the NCST40 (Sylvester, S.).";"1";"264";"19";"2,5,19";"V";"R";"ACTIVE";
"2793";"2";"15";"V40";"2nd & 15 at NCST40: LONG, Malcolm pass complete to ELMORE,Lennel for 32 yards to the GT28, fumble forced by Edwards, M., fumble by ELMORE,Lennel recovered by NCST ELMORE,Lennel at GT28, 1ST DOWN NCST, out-of-bounds (Edwards, M.).";"1";"264";"20";"2,6,20";"V";"P";"ACTIVE";
"2794";"1";"10";"H28";"1st & 10 at GT28: LONG, Malcolm pass complete to MASSEY,Chris for 9 yards to the GT19 (Jefferson, B.).";"1";"264";"21";"2,7,21";"V";"P";"ACTIVE";
"2795";"2";"1";"H19";"2nd & 1 at GT19: JORDON,Asheton rush for no gain to the GT19 (Cross, I.).";"1";"264";"22";"2,8,22";"V";"R";"ACTIVE";
"2796";"3";"1";"H19";"3rd & 1 at GT19: MASSEY,Chris rush for 2 yards to the GT17, 1ST DOWN NCST (Taylor, C.;Peters, J.).";"1";"264";"23";"2,9,23";"V";"R";"ACTIVE";
"2797";"1";"10";"H17";"1st & 10 at GT17: MASSEY,Chris rush for 4 yards to the GT13 (Peters, J.).";"1";"264";"24";"2,10,24";"V";"R";"ACTIVE";
"2798";"2";"6";"H13";"2nd & 6 at GT13: LONG, Malcolm pass complete to ELMORE,Lennel for 4 yards to the GT9 (Edwards, M.).";"1";"264";"25";"2,11,25";"V";"P";"ACTIVE";
"2799";"3";"2";"H09";"3rd & 2 at GT09: PENALTY NCST substitution infraction 5 yards to the GT14.";"1";"264";"26";"2,12,26";"V";"E";"ACTIVE";
"2800";"3";"7";"H14";"3rd & 7 at GT14: LONG, Malcolm pass complete to ELMORE,Lennel for 6 yards to the GT8 (Jackson, K.).";"1";"264";"27";"2,13,27";"V";"P";"ACTIVE";
"2801";"4";"1";"H08";"4th & 1 at GT08: JORDON,Asheton rush for 3 yards to the GT5, 1ST DOWN NCST (Edwards, M.).";"1";"264";"28";"2,14,28";"V";"R";"ACTIVE";
"2802";"1";"0";"H05";"1st & GOAL at GT05: LONG, Malcolm pass incomplete to WHERRY,Devin (Egbuniwe, A.).";"1";"264";"29";"2,15,29";"V";"P";"ACTIVE";
"2803";"2";"0";"H05";"2nd & GOAL at GT05: MASSEY,Chris rush for loss of 4 yards to the GT9 (Jackson, K.;Jefferson, B.).";"1";"264";"30";"2,16,30";"V";"R";"ACTIVE";
"2804";"3";"0";"H09";"3rd & GOAL at GT09: LONG, Malcolm rush for 5 yards to the GT4, PENALTY NCST illegal block 10 yards to the GT14.";"1";"264";"31";"2,17,31";"V";"R";"ACTIVE";
"2805";"3";"0";"H14";"3rd & GOAL at GT14: 3rd and 14.";"1";"264";"32";"2,18,32";"V";;"ACTIVE";
"2806";"3";"0";"H14";"3rd & GOAL at GT14: LONG, Malcolm pass complete to CHRISTIE, Richa for 3 yards to the GT11 (Reese, D.).";"1";"264";"33";"2,19,33";"V";"P";"ACTIVE";
"2807";"4";"0";"H11";"4th & GOAL at GT11: ERICKSON,Blake field goal attempt from 28 GOOD, clock 05:05.";"1";"264";"34";"2,20,34";"V";"F";"ACTIVE";
"2808";"1";"0";"V30";"1st & GOAL at NCST30: ERICKSON,Blake kickoff 32 yards to the GT38, fair catch by Watson, R..";"1";"264";"35";"2,21,35";"V";"K";"ACTIVE";
"2809";"1";"10";"H38";"1st & 10 at GT38: GEORGIA TECH drive start at 05:05.";"1";"264";"36";"3,1,36";"H";;"ACTIVE";
"2810";"1";"10";"H38";"1st & 10 at GT38: Nesbitt, J. pass incomplete to Melton, T..";"1";"264";"37";"3,2,37";"H";"P";"ACTIVE";
"2811";"2";"10";"H38";"2nd & 10 at GT38: Jones, R. rush for 7 yards to the GT45 (RICHARD,Donovan).";"1";"264";"38";"3,3,38";"H";"R";"ACTIVE";
"2812";"3";"3";"H45";"3rd & 3 at GT45: Smith, O. rush for 5 yards to the 50 yardline, 1ST DOWN GT (MCFADDEN, Marsh).";"1";"264";"39";"3,4,39";"H";"R";"ACTIVE";
"2813";"1";"10";"H50";"1st & 10 at GT50: Allen, A. rush for 9 yards to the NCST41 (WILKERSON,Juliu).";"1";"264";"40";"3,5,40";"H";"R";"ACTIVE";
"2814";"2";"1";"V41";"2nd & 1 at NCST41: Smith, O. rush for 5 yards to the NCST36, 1ST DOWN GT (LONG, Malcolm).";"1";"264";"41";"3,6,41";"H";"R";"ACTIVE";
"2815";"1";"10";"V36";"1st & 10 at NCST36: Allen, A. rush for 4 yards to the NCST32 (WILKERSON,Juliu;FERGUSON, Ron).";"1";"264";"42";"3,7,42";"H";"R";"ACTIVE";
"2816";"1";"10";"H20";"1st & 10 at GT20: Nesbitt, J. rush for loss of 1 yard to the GT19 (Sweezy, J.;Rieskamp, J.).";"1";"264";"43";"6,2,43";"H";"R";"INACTIVE";"03:12"
"2817";"2";"6";"V32";"2nd & 6 at NCST32: Allen, A. rush for 3 yards to the NCST29 (WILKERSON,Juliu).";"1";"264";"43";"3,8,43";"H";"R";"ACTIVE";
"2818";"3";"3";"V29";"3rd & 3 at NCST29: PENALTY NCST Encroachment (WASHINGTON,Pat) 5 yards to the NCST24, 1ST DOWN GT.";"1";"264";"44";"3,9,44";"H";"E";"ACTIVE";
"2819";"1";"10";"V24";"1st & 10 at NCST24: Nesbitt, J. pass incomplete to Hill, S..";"1";"264";"45";"3,10,45";"H";"P";"ACTIVE";
"2820";"2";"10";"V24";"2nd & 10 at NCST24: Nesbitt, J. rush for 2 yards to the NCST22 (WILKERSON,Juliu).";"1";"264";"46";"3,11,46";"H";"R";"ACTIVE";
"2821";"3";"8";"V22";"3rd & 8 at NCST22: Nesbitt, J. rush for 16 yards to the NCST6, 1ST DOWN GT (KING, Yari).";"1";"264";"47";"3,12,47";"H";"R";"ACTIVE";
"2822";"1";"0";"V06";"1st & GOAL at NCST06: Start of 2nd quarter, clock 15:00.";"2";"264";"48";"3,13,48";"H";"#";"ACTIVE";
"2823";"1";"0";"V06";"1st & GOAL at NCST06: Nesbitt, J. rush for 2 yards to the NCST4 (ERBY, David).";"2";"264";"49";"3,14,49";"H";"R";"ACTIVE";
"2824";"2";"0";"V04";"2nd & GOAL at NCST04: Nesbitt, J. rush for 3 yards to the NCST1 (HARRIS, Mason;WILKERSON,Juliu).";"2";"264";"50";"3,15,50";"H";"R";"ACTIVE";
"2825";"3";"0";"V01";"3rd & GOAL at NCST01: Nesbitt, J. rush for 1 yard to the NCST0, TOUCHDOWN, clock 13:45.";"2";"264";"51";"3,16,51";"H";"R";"ACTIVE";
"2826";"1";"0";"V03";"1st & GOAL at NCST03: TEAM kick attempt failed (blocked) (blocked by MOODY, Semaj).";"2";"264";"52";"3,17,52";"H";"X";"ACTIVE";
"2827";"1";"0";"H30";"1st & GOAL at GT30: Blair, S. kickoff 63 yards to the NCST7, ELMORE,Lennel return 14 yards to the NCST21 (Burnett, J.).";"2";"264";"53";"3,18,53";"H";"K";"ACTIVE";
"2828";"1";"10";"V21";"1st & 10 at NCST21: SOUTH CAROLINA STATE drive start at 13:38.";"2";"264";"54";"4,1,54";"V";;"ACTIVE";
"2829";"1";"10";"V21";"1st & 10 at NCST21: JORDON,Asheton rush for 9 yards to the NCST30 (Butler, M.).";"2";"264";"55";"4,2,55";"V";"R";"ACTIVE";
"2830";"2";"1";"V30";"2nd & 1 at NCST30: JORDON,Asheton rush for 9 yards to the NCST39, 1ST DOWN NCST, out-of-bounds (Butler, M.).";"2";"264";"56";"4,3,56";"V";"R";"ACTIVE";
"2831";"1";"10";"V39";"1st & 10 at NCST39: LONG, Malcolm pass incomplete to ELMORE,Lennel.";"2";"264";"57";"4,4,57";"V";"P";"ACTIVE";
"2832";"2";"10";"V39";"2nd & 10 at NCST39: JORDON,Asheton rush for 8 yards to the NCST47 (Egbuniwe, A.;Taylor, C.).";"2";"264";"58";"4,5,58";"V";"R";"ACTIVE";
"2833";"3";"2";"V47";"3rd & 2 at NCST47: JORDON,Asheton rush for 6 yards to the GT47, 1ST DOWN NCST (Butler, M.).";"2";"264";"59";"4,6,59";"V";"R";"ACTIVE";
"2834";"1";"10";"H47";"1st & 10 at GT47: LONG, Malcolm pass complete to CHRISTIE, Richa for 2 yards to the GT45 (Egbuniwe, A.;Walls, L.).";"2";"264";"60";"4,7,60";"V";"P";"ACTIVE";
"2835";"2";"8";"H45";"2nd & 8 at GT45: JORDON,Asheton rush for 17 yards to the GT28, 1ST DOWN NCST (Taylor, C.;Johnson, I.).";"2";"264";"61";"4,8,61";"V";"R";"ACTIVE";
"2836";"1";"10";"H28";"1st & 10 at GT28: LONG, Malcolm pass incomplete to ELMORE,Lennel.";"2";"264";"62";"4,9,62";"V";"P";"ACTIVE";
"2837";"2";"10";"H28";"2nd & 10 at GT28: MASSEY,Chris rush for 2 yards to the GT26 (Egbuniwe, A.;Jackson, K.).";"2";"264";"63";"4,10,63";"V";"R";"ACTIVE";
"2838";"3";"8";"H26";"3rd & 8 at GT26: LONG, Malcolm pass incomplete to MCDONALD, Tyler.";"2";"264";"64";"4,11,64";"V";"P";"ACTIVE";
"2839";"4";"8";"H26";"4th & 8 at GT26: ERICKSON,Blake field goal attempt from 42 MISSED - wide right, spot at GT26, clock 09:46.";"2";"264";"65";"4,12,65";"V";"F";"ACTIVE";
"2840";"1";"10";"H26";"1st & 10 at GT26: GEORGIA TECH drive start at 09:46.";"2";"264";"66";"5,1,66";"H";;"ACTIVE";
"2841";"1";"10";"H26";"1st & 10 at GT26: Nesbitt, J. pass complete to Hill, S. for 8 yards to the GT34 (KING, Yari;THOMPSON,Chris).";"2";"264";"67";"5,2,67";"H";"P";"ACTIVE";
"2842";"2";"5";"V48";"2nd & 5 at NCST48: Allen, A. rush for 1 yard to the NCST47 (Mageo, N.;Rieskamp, J.).";"2";"264";"68";"10,5,68";"H";"R";"INACTIVE";"13:15"
"2843";"2";"2";"H34";"2nd & 2 at GT34: Bostic, B.J. rush for 8 yards to the GT42, 1ST DOWN GT (MCFADDEN, Marsh).";"2";"264";"68";"5,3,68";"H";"R";"ACTIVE";
"2844";"1";"10";"H42";"1st & 10 at GT42: Jones, R. rush for 22 yards to the NCST36, 1ST DOWN GT (LONG, Malcolm;WILKERSON,Juliu), PENALTY NCST face mask (KING, Yari) 15 yards to the NCST21, 1ST DOWN GT.";"2";"264";"69";"5,4,69";"H";"R";"ACTIVE";
"2845";"1";"10";"V21";"1st & 10 at NCST21: 1st and 10.";"2";"264";"70";"5,5,70";"H";;"ACTIVE";
"2846";"1";"10";"V21";"1st & 10 at NCST21: Lyons, P. rush for 3 yards to the NCST18 (COUNCIL,Joe;MCFADDEN, Marsh).";"2";"264";"71";"5,6,71";"H";"R";"ACTIVE";
"2847";"2";"7";"V18";"2nd & 7 at NCST18: Nesbitt, J. rush for 7 yards to the NCST11, 1ST DOWN GT (ERBY, David).";"2";"264";"72";"5,7,72";"H";"R";"ACTIVE";
"2848";"1";"10";"H29";"1st & 10 at GT29: Haynes, D. rush for 9 yards to the GT20 (Jefferson, B.;Egbuniwe, A.).";"2";"264";"73";"11,4,73";"V";"R";"INACTIVE";"11:08"
"2849";"1";"10";"V11";"1st & 10 at NCST11: Smith, O. rush for 1 yard to the NCST10, fumble by Smith, O. recovered by GT Smith, O. at NCST10, Smith, O. for 6 yards to the NCST4 (RICHARD,Donovan), PENALTY NCST offside 5 yards to the NCST6, NO PLAY.";"2";"264";"73";"5,8,73";"H";"E";"ACTIVE";
"2850";"1";"5";"V06";"1st & 5 at NCST06: Lyons, P. rush for 4 yards to the NCST2 (COUNCIL,Joe;MCFADDEN, Marsh).";"2";"264";"74";"5,9,74";"H";"R";"ACTIVE";
"2851";"2";"1";"V02";"2nd & 1 at NCST02: Nesbitt, J. rush for no gain to the NCST2.";"2";"264";"75";"5,10,75";"H";"R";"ACTIVE";
"2852";"3";"1";"V02";"3rd & 1 at NCST02: Nesbitt, J. rush for 1 yard to the NCST1, 1ST DOWN GT (MCFADDEN, Marsh).";"2";"264";"76";"5,11,76";"H";"R";"ACTIVE";
"2853";"1";"0";"V01";"1st & GOAL at NCST01: Lyons, P. rush for no gain to the NCST1 (RICHARD,Donovan), PENALTY NCST personal foul (ERBY, David) 0 yards to the NCST1, 1ST DOWN GT, NO PLAY.";"2";"264";"77";"5,12,77";"H";"E";"ACTIVE";
"2854";"1";"0";"V01";"1st & GOAL at NCST01: Jones, R. rush for 1 yard to the NCST0, TOUCHDOWN, clock 04:46.";"2";"264";"78";"5,13,78";"H";"R";"ACTIVE";
"2855";"1";"0";"V03";"1st & GOAL at NCST03: Blair, S. kick attempt good.";"2";"264";"79";"5,14,79";"H";"X";"ACTIVE";
"2856";"1";"0";"H30";"1st & GOAL at GT30: Blair, S. kickoff 65 yards to the NCST5, JORDON,Asheton return 14 yards to the NCST19 (Attaochu, J.;Holton, F.), PENALTY NCST illegal block (CLARK,DeWain) 9 yards to the NCST10, 1st and 10, NCST ball on NCST10.";"2";"264";"80";"5,15,80";"H";"K";"ACTIVE";
"2857";"1";"10";"V10";"1st & 10 at NCST10: SOUTH CAROLINA STATE drive start at 04:37.";"2";"264";"81";"6,1,81";"V";;"ACTIVE";
"2858";"1";"10";"V10";"1st & 10 at NCST10: MASSEY,Chris rush for 9 yards to the NCST19 (Walls, L.;Sylvester, S.).";"2";"264";"82";"6,2,82";"V";"R";"ACTIVE";
"2859";"2";"1";"V19";"2nd & 1 at NCST19: MASSEY,Chris rush for no gain to the NCST19 (Walls, L.;Johnson, I.).";"2";"264";"83";"6,3,83";"V";"R";"ACTIVE";
"2860";"3";"1";"V19";"3rd & 1 at NCST19: LONG, Malcolm pass incomplete to CLARK,DeWain.";"2";"264";"84";"6,4,84";"V";"P";"ACTIVE";
"2861";"4";"1";"V19";"4th & 1 at NCST19: ERICKSON,Blake punt 36 yards to the GT45, PENALTY NCST kick catching interference (MOODY, Semaj) 15 yards to the NCST40, 1st and 10, GT ball on NCST40.";"2";"264";"85";"6,5,85";"V";"U";"ACTIVE";
"2862";"1";"10";"V40";"1st & 10 at NCST40: GEORGIA TECH drive start at 03:04.";"2";"264";"86";"7,1,86";"H";;"ACTIVE";
"2863";"1";"10";"V40";"1st & 10 at NCST40: Timeout South Carolina State, clock 03:04.";"2";"264";"87";"7,2,87";"H";"#";"ACTIVE";
"2864";"1";"10";"V40";"1st & 10 at NCST40: Nesbitt, J. pass incomplete to Hill, S., PENALTY NCST pass interference (HARRIS, Mason) 15 yards to the NCST25, 1ST DOWN GT, NO PLAY.";"2";"264";"88";"7,3,88";"H";"E";"ACTIVE";
"2865";"1";"10";"V25";"1st & 10 at NCST25: PENALTY GT false start (Peeples, E.) 5 yards to the NCST30.";"2";"264";"89";"7,4,89";"H";"E";"ACTIVE";
"2866";"1";"15";"V30";"1st & 15 at NCST30: Peeples, E. rush for loss of 3 yards to the NCST33, fumble by Peeples, E. recovered by NCST ERBY, David at NCST33, ERBY, David for 12 yards to the NCST45 (Uzzi, O.;Bedford, S.).";"2";"264";"90";"7,5,90";"H";"R";"ACTIVE";
"2867";"1";"10";"V45";"1st & 10 at NCST45: SOUTH CAROLINA STATE drive start at 02:44, NCST ball on NCST45.";"2";"264";"91";"8,1,91";"V";;"ACTIVE";
"2868";"1";"10";"V45";"1st & 10 at NCST45: MASSEY,Chris rush for 2 yards to the NCST47 (Cross, I.).";"2";"264";"92";"8,2,92";"V";"R";"ACTIVE";
"2869";"2";"8";"V47";"2nd & 8 at NCST47: MASSEY,Chris rush for 3 yards to the 50 yardline, out-of-bounds (Taylor, C.).";"2";"264";"93";"8,3,93";"V";"R";"ACTIVE";
"2870";"3";"5";"V50";"3rd & 5 at NCST50: LONG, Malcolm pass incomplete to ELMORE,Lennel.";"2";"264";"94";"8,4,94";"V";"P";"ACTIVE";
"2871";"4";"5";"V50";"4th & 5 at NCST50: ERICKSON,Blake punt 16 yards to the GT34, out-of-bounds.";"2";"264";"95";"8,5,95";"V";"U";"ACTIVE";
"2872";"1";"10";"H34";"1st & 10 at GT34: GEORGIA TECH drive start at 01:37.";"2";"264";"96";"9,1,96";"H";;"ACTIVE";
"2873";"1";"10";"H34";"1st & 10 at GT34: Nesbitt, J. rush for 28 yards to the NCST38, 1ST DOWN GT (MOODY, Semaj).";"2";"264";"97";"9,2,97";"H";"R";"ACTIVE";
"2874";"1";"10";"V38";"1st & 10 at NCST38: Nesbitt, J. pass intercepted by MOODY, Semaj at the NCST26, MOODY, Semaj return 0 yards to the NCST26 (Melton, T.).";"2";"264";"98";"9,3,98";"H";"P";"ACTIVE";
"2875";"1";"10";"V26";"1st & 10 at NCST26: SOUTH CAROLINA STATE drive start at 01:19.";"2";"264";"99";"10,1,99";"V";;"ACTIVE";
"2876";"1";"10";"V26";"1st & 10 at NCST26: LONG, Malcolm pass incomplete to ELMORE,Lennel.";"2";"264";"100";"10,2,100";"V";"P";"ACTIVE";
"2877";"2";"10";"V26";"2nd & 10 at NCST26: MASSEY,Chris rush for 2 yards to the NCST28 (Cross, I.;Egbuniwe, A.).";"2";"264";"101";"10,3,101";"V";"R";"ACTIVE";
"2878";"3";"8";"V28";"3rd & 8 at NCST28: Timeout Georgia Tech, clock 01:04.";"2";"264";"102";"10,4,102";"V";"#";"ACTIVE";
"2879";"3";"8";"V28";"3rd & 8 at NCST28: MASSEY,Chris rush for 15 yards to the NCST43, 1ST DOWN NCST (Butler, M.).";"2";"264";"103";"10,5,103";"V";"R";"ACTIVE";
"2880";"1";"10";"V43";"1st & 10 at NCST43: LONG, Malcolm pass incomplete to MCDONALD, Tyler.";"2";"264";"104";"10,6,104";"V";"P";"ACTIVE";
"2881";"2";"10";"V43";"2nd & 10 at NCST43: JORDON,Asheton rush for 3 yards to the NCST46 (Peters, J.).";"2";"264";"105";"10,7,105";"V";"R";"ACTIVE";
"2882";"3";"7";"V46";"3rd & 7 at NCST46: End of half, clock 00:00.";"2";"264";"106";"10,8,106";"V";"#";"ACTIVE";
"3235";"3";"7";"V46";"3rd & 7 at NCST46: Start of 3rd quarter, clock 15:00, GT ball on GT30.";"3";"264";"107";"10,9,107";"V";"#";"ACTIVE";
"2883";"1";"0";"H03";"1st & GOAL at GT03: Czajkowski, J. kick attempt good.";"2";"264";"109";"13,13,109";"V";"X";"INACTIVE";"00:22"
"2885";"1";"10";"V36";"1st & 10 at NCST36: SOUTH CAROLINA STATE drive start at 14:52.";"3";"264";"110";"11,1,110";"V";;"ACTIVE";
"2884";"3";"7";"H30";"3rd & 7 at GT30: Blair, S. kickoff 54 yards to the NCST16, ELMORE,Lennel return 20 yards to the NCST36 (Young, L.;Johnson, I.).";"3";"264";"109";"10,10,109";"H";"K";"ACTIVE";
"2886";"1";"10";"V36";"1st & 10 at NCST36: JORDON,Asheton rush for 3 yards to the NCST39 (Barnes, A.).";"3";"264";"111";"11,2,111";"V";"R";"ACTIVE";
"2887";"2";"7";"V39";"2nd & 7 at NCST39: LONG, Malcolm pass complete to MASSEY,Chris for 8 yards to the NCST47, 1ST DOWN NCST (Butler, M.;Edwards, M.).";"3";"264";"112";"11,3,112";"V";"P";"ACTIVE";
"2888";"1";"10";"V47";"1st & 10 at NCST47: LONG, Malcolm pass complete to CHRISTIE, Richa for 12 yards to the GT41, 1ST DOWN NCST, out-of-bounds.";"3";"264";"113";"11,4,113";"V";"P";"ACTIVE";
"2889";"2";"8";"H39";"2nd & 8 at GT39: ELMORE,Lennel rush for loss of 4 yards to the GT43 (Cross, I.).";"3";"264";"115";"11,6,115";"V";"R";"ACTIVE";
"2890";"3";"12";"H43";"3rd & 12 at GT43: LONG, Malcolm pass incomplete to ELMORE,Lennel.";"3";"264";"116";"11,7,116";"V";"P";"ACTIVE";
"2891";"4";"12";"H43";"4th & 12 at GT43: ERICKSON,Blake punt 25 yards to the GT18, fair catch by Tarrant, J..";"3";"264";"117";"11,8,117";"V";"U";"ACTIVE";
"2892";"1";"10";"H18";"1st & 10 at GT18: GEORGIA TECH drive start at 11:59.";"3";"264";"118";"12,1,118";"H";;"ACTIVE";
"2893";"1";"10";"H18";"1st & 10 at GT18: GT ball on GT19.";"3";"264";"119";"12,2,119";"H";;"ACTIVE";
"2894";"1";"10";"H19";"1st & 10 at GT19: Nesbitt, J. rush for 6 yards to the GT25 (WILKERSON,Juliu;DOUGLAS,Lataris).";"3";"264";"120";"12,3,120";"H";"R";"ACTIVE";
"2895";"2";"4";"H25";"2nd & 4 at GT25: Bostic, B.J. rush for 8 yards to the GT33, 1ST DOWN GT.";"3";"264";"121";"12,4,121";"H";"R";"ACTIVE";
"2896";"1";"10";"H33";"1st & 10 at GT33: Peeples, E. rush for loss of 3 yards to the GT30 (WASHINGTON,Pat).";"3";"264";"122";"12,5,122";"H";"R";"ACTIVE";
"2897";"2";"13";"H30";"2nd & 13 at GT30: Nesbitt, J. rush for 3 yards to the GT33 (WASHINGTON,Pat;RICHARD,Donovan).";"3";"264";"123";"12,6,123";"H";"R";"ACTIVE";
"2898";"3";"10";"H33";"3rd & 10 at GT33: Nesbitt, J. pass incomplete to Hill, S..";"3";"264";"124";"12,7,124";"H";"P";"ACTIVE";
"2899";"4";"10";"H33";"4th & 10 at GT33: Anderson, C. punt 43 yards to the NCST24, ELMORE,Lennel return 0 yards to the NCST24, fumble by ELMORE,Lennel recovered by GT Sims, Q. at NCST21.";"3";"264";"125";"12,8,125";"H";"U";"ACTIVE";
"2900";"1";"10";"V21";"1st & 10 at NCST21: GEORGIA TECH drive start at 09:30.";"3";"264";"126";"14,1,126";"H";;"ACTIVE";
"2901";"1";"10";"V21";"1st & 10 at NCST21: Nesbitt, J. rush for 6 yards to the NCST15 (LONG, Malcolm).";"3";"264";"127";"14,2,127";"H";"R";"ACTIVE";
"2902";"2";"4";"V15";"2nd & 4 at NCST15: Nesbitt, J. rush for 1 yard to the NCST14 (ERBY, David).";"3";"264";"128";"14,3,128";"H";"R";"ACTIVE";
"2903";"3";"3";"V14";"3rd & 3 at NCST14: Nesbitt, J. pass incomplete to Hill, S..";"3";"264";"129";"14,4,129";"H";"P";"ACTIVE";
"2904";"4";"3";"V14";"4th & 3 at NCST14: Timeout South Carolina State, clock 08:11.";"3";"264";"130";"14,5,130";"H";"#";"ACTIVE";
"2905";"4";"3";"V14";"4th & 3 at NCST14: Nesbitt, J. rush for 14 yards to the NCST0, 1ST DOWN GT, TOUCHDOWN, clock 08:05.";"3";"264";"131";"14,6,131";"H";"R";"ACTIVE";
"2906";"1";"0";"V03";"1st & GOAL at NCST03: Blair, S. kick attempt good.";"3";"264";"132";"14,7,132";"H";"X";"ACTIVE";
"3237";"1";"0";"H30";"1st & GOAL at GT30: Scully, D. kickoff 46 yards to the NCST24, KERR,Antwanne return 2 yards to the NCST26, fumble by KERR,Antwanne recovered by NCST ELMORE,Lennel at NCST26.";"3";"264";"133";"14,8,133";"H";"K";"ACTIVE";
"2907";"1";"10";"V26";"1st & 10 at NCST26: JORDON,Asheton rush for loss of 1 yard to the NCST25.";"3";"264";"135";"15,2,135";"V";"R";"ACTIVE";
"2908";"2";"11";"V25";"2nd & 11 at NCST25: LONG, Malcolm pass incomplete to NORWOOD, Erin.";"3";"264";"136";"15,3,136";"V";"P";"ACTIVE";
"2909";"3";"11";"V25";"3rd & 11 at NCST25: LONG, Malcolm rush for loss of 6 yards to the NCST19, fumble forced by Johnson, I., fumble by LONG, Malcolm recovered by NCST JORDON,Asheton at NCST19, JORDON,Asheton for 1 yard to the NCST20 (Cross, I.).";"3";"264";"137";"15,4,137";"V";"R";"ACTIVE";
"2910";"4";"16";"V20";"4th & 16 at NCST20: ERICKSON,Blake punt 25 yards to the NCST45, downed.";"3";"264";"138";"15,5,138";"V";"U";"ACTIVE";
"2911";"1";"10";"V45";"1st & 10 at NCST45: GEORGIA TECH drive start at 06:16.";"3";"264";"139";"16,1,139";"H";;"ACTIVE";
"2912";"1";"10";"V45";"1st & 10 at NCST45: GT ball on NCST44.";"3";"264";"140";"16,2,140";"H";;"ACTIVE";
"2913";"1";"10";"V44";"1st & 10 at NCST44: Smith, O. rush for 9 yards to the NCST35, out-of-bounds (ERBY, David), PENALTY NCST personal foul (ERBY, David) 15 yards to the NCST20, 1ST DOWN GT.";"3";"264";"141";"16,3,141";"H";"R";"ACTIVE";
"2914";"1";"10";"V20";"1st & 10 at NCST20: 1st and 10.";"3";"264";"142";"16,4,142";"H";;"ACTIVE";
"2915";"1";"10";"V20";"1st & 10 at NCST20: Allen, A. rush for 5 yards to the NCST15 (PARKS, Marquis).";"3";"264";"143";"16,5,143";"H";"R";"ACTIVE";
"2916";"2";"5";"V15";"2nd & 5 at NCST15: Jones, R. rush for 15 yards to the NCST0, 1ST DOWN GT, TOUCHDOWN, clock 05:07.";"3";"264";"144";"16,6,144";"H";"R";"ACTIVE";
"2917";"1";"0";"V03";"1st & GOAL at NCST03: Blair, S. kick attempt good.";"3";"264";"145";"16,7,145";"H";"X";"ACTIVE";
"2918";"1";"0";"H30";"1st & GOAL at GT30: Moore, Ju. kickoff 70 yards to the NCST0, touchback.";"3";"264";"146";"16,8,146";"H";"K";"ACTIVE";
"2919";"1";"10";"V20";"1st & 10 at NCST20: SOUTH CAROLINA STATE drive start at 05:01.";"3";"264";"147";"17,1,147";"V";;"ACTIVE";
"2920";"1";"10";"V20";"1st & 10 at NCST20: JORDON,Asheton rush for 3 yards to the NCST23 (Sylvester, S.).";"3";"264";"148";"17,2,148";"V";"R";"ACTIVE";
"2921";"2";"7";"V23";"2nd & 7 at NCST23: JORDON,Asheton rush for 5 yards to the NCST28 (Reese, D.), PENALTY GT personal foul (Tarrant, J.) 15 yards to the NCST43, 1ST DOWN NCST.";"3";"264";"149";"17,3,149";"V";"R";"ACTIVE";
"2922";"1";"10";"V43";"1st & 10 at NCST43: 1st and 10.";"3";"264";"150";"17,4,150";"V";;"ACTIVE";
"2923";"1";"10";"V43";"1st & 10 at NCST43: JORDON,Asheton rush for 55 yards to the GT2, 1ST DOWN NCST, out-of-bounds (Butler, M.), PENALTY GT face mask (Butler, M.) 1 yards to the GT1, 1ST DOWN NCST.";"3";"264";"151";"17,5,151";"V";"R";"ACTIVE";
"2924";"1";"0";"H01";"1st & GOAL at GT01: 1st and 1.";"3";"264";"152";"17,6,152";"V";;"ACTIVE";
"2925";"1";"0";"H01";"1st & GOAL at GT01: JORDON,Asheton rush for no gain to the GT1 (Attaochu, J.).";"3";"264";"153";"17,7,153";"V";"R";"ACTIVE";
