"ID";"Down";"ToGo";"Spot";"Text";"Quarter";"GameID";"PlayNum";"PlayID";"HasBall";"Type";"active";"Clock"
"1";;"0";;;"0";"0";"0";;;;"ACTIVE";"00:00"
"2";"1";"10";"V30";"1st & 10 at MARS30: MARS wins toss, defers; MARS to receive; MARS to kick, defend S goal";"1";"73";"0";"0,1,0";"V";;"ACTIVE";
"3";"1";"10";"V30";"1st & 10 at MARS30: MARS ball on MARS30.";"1";"73";"1";"0,2,1";"V";;"ACTIVE";
"4";"1";"10";"H30";"1st & 10 at OSU30: Beard, Rob kickoff 66 yards to the MARS4, Herron, Dan return 22 yards to the MARS26 (Ward, T.J.;Boyett, John).";"1";"73";"2";"0,3,2";"H";"K";"ACTIVE";
"5";"1";"10";"V26";"1st & 10 at MARS26: Pryor, Terrelle pass incomplete to Posey, DeVier (Matthews, Casey).";"1";"73";"3";"1,1,3";"V";"P";"ACTIVE";
"6";"2";"10";"V26";"2nd & 10 at MARS26: Pryor, Terrelle pass complete to Sanzenbacher, D for 4 yards to the MARS30 (Paysinger, S.).";"1";"73";"4";"1,2,4";"V";"P";"ACTIVE";
"7";"3";"6";"V30";"3rd & 6 at MARS30: Pryor, Terrelle rush for 24 yards to the MARS46, 1ST DOWN MARS, out-of-bounds (Boyett, John).";"1";"73";"5";"1,3,5";"V";"R";"ACTIVE";
"8";"1";"10";"H46";"1st & 10 at OSU46: Pryor, Terrelle pass complete to Posey, DeVier for 4 yards to the MARS42.";"1";"73";"6";"1,4,6";"V";"P";"ACTIVE";
"9";"2";"6";"H42";"2nd & 6 at OSU42: Pryor, Terrelle pass complete to Posey, DeVier for 11 yards to the MARS31, 1ST DOWN MARS (Gildon, Anthony).";"1";"73";"7";"1,5,7";"V";"P";"ACTIVE";
"10";"1";"10";"H31";"1st & 10 at OSU31: Pryor, Terrelle pass complete to Sanzenbacher, D for 7 yards to the MARS24, out-of-bounds (Matthews, Casey;Boyett, John).";"1";"73";"8";"1,6,8";"V";"P";"ACTIVE";
"11";"2";"3";"H24";"2nd & 3 at OSU24: Saine, Brandon rush for 11 yards to the MARS13, 1ST DOWN MARS (Pleasant, Eddie).";"1";"73";"9";"1,7,9";"V";"R";"ACTIVE";
"12";"1";"10";"H13";"1st & 10 at OSU13: Pryor, Terrelle pass incomplete to Sanzenbacher, D (Paysinger, S.).";"1";"73";"10";"1,8,10";"V";"P";"ACTIVE";
"13";"2";"10";"H13";"2nd & 10 at OSU13: Pryor, Terrelle pass incomplete to Posey, DeVier.";"1";"73";"11";"1,9,11";"V";"P";"ACTIVE";
"14";"3";"10";"H13";"3rd & 10 at OSU13: Pryor, Terrelle pass complete to Saine, Brandon for 13 yards to the MARS0, 1ST DOWN MARS, TOUCHDOWN, clock 11:37.";"1";"73";"12";"1,10,12";"V";"P";"ACTIVE";
"15";"1";"0";"H03";"1st & GOAL at OSU03: Pettrey, Aaron kick attempt good.";"1";"73";"14";"1,11,14";"V";"X";"ACTIVE";
"16";"1";"0";"V30";"1st & GOAL at MARS30: Barclay, Devin kickoff 63 yards to the MARS7, Barner, Kenjon return 19 yards to the MARS26 (Saine, Brandon).";"1";"73";"15";"1,12,15";"V";"K";"ACTIVE";
"17";"1";"10";"H26";"1st & 10 at OSU26: MARSGON drive start at 11:31.";"1";"73";"16";"2,1,16";"H";;"ACTIVE";
"18";"1";"10";"H26";"1st & 10 at OSU26: Masoli, J. pass complete to James, L. for 10 yards to the MARS36, 1ST DOWN MARS (Heyward, C).";"1";"73";"17";"2,2,17";"H";"P";"ACTIVE";
"19";"1";"10";"H36";"1st & 10 at OSU36: Barner, Kenjon rush for 13 yards to the MARS49, 1ST DOWN MARS (Homan, Ross).";"1";"73";"18";"2,3,18";"H";"R";"ACTIVE";
"20";"1";"10";"H49";"1st & 10 at OSU49: Masoli, J. sacked for loss of 9 yards to the MARS40 (Heyward, C).";"1";"73";"19";"2,4,19";"H";"P";"ACTIVE";
"21";"2";"19";"H40";"2nd & 19 at OSU40: James, L. rush for 3 yards to the MARS43 (Larimore, D).";"1";"73";"20";"2,5,20";"H";"R";"ACTIVE";
"22";"3";"16";"H43";"3rd & 16 at OSU43: Masoli, J. rush for no gain to the MARS43, out-of-bounds (Coleman, Kurt).";"1";"73";"21";"2,6,21";"H";"R";"ACTIVE";
"23";"4";"16";"H43";"4th & 16 at OSU43: Rice, Jackson punt 55 yards to the MARS2, downed.";"1";"73";"22";"2,7,22";"H";"U";"ACTIVE";
"24";"1";"10";"V02";"1st & 10 at MARS02: OHIO STATE drive start at 09:45.";"1";"73";"23";"3,1,23";"V";;"ACTIVE";
"25";"1";"10";"V02";"1st & 10 at MARS02: Herron, Dan rush for 6 yards to the MARS8, out-of-bounds (Paysinger, S.), PENALTY MARS face mask (Pleasant, Eddie) 15 yards to the MARS23, 1ST DOWN MARS.";"1";"73";"24";"3,2,24";"V";"R";"ACTIVE";
"26";"1";"10";"V23";"1st & 10 at MARS23: 1st and 10.";"1";"73";"25";"3,3,25";"V";;"ACTIVE";
"27";"1";"10";"V23";"1st & 10 at MARS23: Herron, Dan rush for 9 yards to the MARS32 (Ward, T.J.).";"1";"73";"26";"3,4,26";"V";"R";"ACTIVE";
"28";"2";"1";"V32";"2nd & 1 at MARS32: Herron, Dan rush for loss of 2 yards to the MARS30 (Rowe, Kenny).";"1";"73";"27";"3,5,27";"V";"R";"ACTIVE";
"29";"3";"3";"V30";"3rd & 3 at MARS30: Pryor, Terrelle rush for 5 yards to the MARS35, 1ST DOWN MARS (Jackson, Tal.).";"1";"73";"28";"3,6,28";"V";"R";"ACTIVE";
"30";"1";"10";"V35";"1st & 10 at MARS35: Herron, Dan rush for 1 yard to the MARS36 (Toeaina, Simi).";"1";"73";"29";"3,7,29";"V";"R";"ACTIVE";
"31";"2";"9";"V36";"2nd & 9 at MARS36: Pryor, Terrelle pass complete to Sanzenbacher, D for 10 yards to the MARS46, 1ST DOWN MARS (Boyett, John).";"1";"73";"30";"3,8,30";"V";"P";"ACTIVE";
"32";"1";"10";"V46";"1st & 10 at MARS46: Herron, Dan rush for 3 yards to the MARS49 (Rowe, Kenny), PENALTY MARS offside defense (Turner, Terrell) 5 yards to the MARS49, NO PLAY.";"1";"73";"31";"3,9,31";"V";"E";"ACTIVE";
"33";"1";"5";"H49";"1st & 5 at OSU49: Herron, Dan rush for no gain to the MARS49 (Ferras, Blake).";"1";"73";"32";"3,10,32";"V";"R";"ACTIVE";
"34";"2";"5";"H49";"2nd & 5 at OSU49: Pryor, Terrelle sacked for loss of 11 yards to the MARS40 (Rowe, Kenny).";"1";"73";"33";"3,11,33";"V";"P";"ACTIVE";
"35";"3";"16";"V40";"3rd & 16 at MARS40: Pryor, Terrelle pass incomplete to Sanzenbacher, D.";"1";"73";"34";"3,12,34";"V";"P";"ACTIVE";
"36";"4";"16";"V40";"4th & 16 at MARS40: Thoma, Jon punt 42 yards to the MARS18, downed, PENALTY MARS holding (Johnson, Marvin) 9 yards to the MARS9, 1st and 10, MARS ball on MARS9.";"1";"73";"35";"3,13,35";"V";"U";"ACTIVE";
"37";"1";"10";"H09";"1st & 10 at OSU09: MARSGON drive start at 04:38.";"1";"73";"36";"4,1,36";"H";;"ACTIVE";
"38";"1";"10";"H09";"1st & 10 at OSU09: James, L. rush for loss of 3 yards to the MARS6 (Gibson, T).";"1";"73";"37";"4,2,37";"H";"R";"ACTIVE";
"39";"2";"13";"H06";"2nd & 13 at OSU06: Masoli, J. rush for no gain to the MARS6 (Heyward, C).";"1";"73";"38";"4,3,38";"H";"R";"ACTIVE";
"40";"3";"13";"H06";"3rd & 13 at OSU06: Masoli, J. pass incomplete to Dickson, Ed (Russell, A).";"1";"73";"39";"4,4,39";"H";"P";"ACTIVE";
"41";"4";"13";"H06";"4th & 13 at OSU06: Rice, Jackson punt 44 yards to the 50 yardline, fair catch by Posey, DeVier.";"1";"73";"40";"4,5,40";"H";"U";"ACTIVE";
"42";"1";"10";"V50";"1st & 10 at MARS50: OHIO STATE drive start at 03:18.";"1";"73";"41";"5,1,41";"V";;"ACTIVE";
"43";"1";"10";"V50";"1st & 10 at MARS50: Pryor, Terrelle pass complete to Saine, Brandon for 46 yards to the MARS4, 1ST DOWN MARS, out-of-bounds (Rowe, Kenny).";"1";"73";"42";"5,2,42";"V";"P";"ACTIVE";
"44";"1";"0";"H04";"1st & GOAL at OSU04: Timeout Ohio State, clock 02:42.";"1";"73";"43";"5,3,43";"V";"#";"ACTIVE";
"45";"1";"0";"H04";"1st & GOAL at OSU04: TEAM rush for loss of 3 yards to the MARS7, fumble by TEAM recovered by MARS Pryor, Terrelle at MARS7, Pryor, Terrelle for no gain to the MARS7 (Pleasant, Eddie).";"1";"73";"44";"5,4,44";"V";"R";"ACTIVE";
"46";"2";"0";"H07";"2nd & GOAL at OSU07: Pryor, Terrelle rush for 3 yards to the MARS4 (Ward, T.J.;Paysinger, S.).";"1";"73";"45";"5,5,45";"V";"R";"ACTIVE";
"47";"3";"0";"H04";"3rd & GOAL at OSU04: Pryor, Terrelle rush for 2 yards to the MARS2 (Ward, T.J.;Matthews, Casey).";"1";"73";"46";"5,6,46";"V";"R";"ACTIVE";
"48";"4";"0";"H02";"4th & GOAL at OSU02: Barclay, Devin field goal attempt from 19 GOOD, clock 00:34.";"1";"73";"47";"5,7,47";"V";"F";"ACTIVE";
"49";"1";"0";"V30";"1st & GOAL at MARS30: Barclay, Devin kickoff 57 yards to the MARS13, Barner, Kenjon return 28 yards to the MARS41 (Russell, A).";"1";"73";"48";"5,8,48";"V";"K";"ACTIVE";
"50";"1";"10";"H41";"1st & 10 at OSU41: MARSGON drive start at 00:29.";"1";"73";"49";"6,1,49";"H";;"ACTIVE";
"51";"1";"10";"H41";"1st & 10 at OSU41: Barner, Kenjon rush for 37 yards to the MARS22, 1ST DOWN MARS (Coleman, Kurt).";"1";"73";"50";"6,2,50";"H";"R";"ACTIVE";
"52";"1";"10";"V22";"1st & 10 at MARS22: Masoli, J. rush for 13 yards to the MARS9, 1ST DOWN MARS (Russell, A).";"1";"73";"51";"6,3,51";"H";"R";"ACTIVE";
"53";"1";"0";"V09";"1st & GOAL at MARS09: Masoli, J. pass incomplete.";"1";"73";"52";"6,4,52";"H";"P";"ACTIVE";
"54";"2";"0";"V09";"2nd & GOAL at MARS09: Start of 2nd quarter, clock 15:00.";"2";"73";"53";"6,5,53";"H";"#";"ACTIVE";
"55";"2";"0";"V09";"2nd & GOAL at MARS09: James, L. rush for 2 yards to the MARS7 (Homan, Ross).";"2";"73";"54";"6,6,54";"H";"R";"ACTIVE";
"56";"3";"0";"V07";"3rd & GOAL at MARS07: Masoli, J. pass incomplete to Maehl, Jeff.";"2";"73";"55";"6,7,55";"H";"P";"ACTIVE";
"57";"4";"0";"V07";"4th & GOAL at MARS07: Flint, Morgan field goal attempt from 24 GOOD, clock 14:24.";"2";"73";"56";"6,8,56";"H";"F";"ACTIVE";
"58";"1";"0";"H30";"1st & GOAL at OSU30: Beard, Rob kickoff 54 yards to the MARS16, downed, MARS ball on MARS18, Russell, A return -2 yards to the MARS16.";"2";"73";"57";"6,9,57";"H";"K";"ACTIVE";
"59";"1";"10";"V16";"1st & 10 at MARS16: OHIO STATE drive start at 14:18.";"2";"73";"58";"7,1,58";"V";;"ACTIVE";
"60";"1";"10";"V16";"1st & 10 at MARS16: Pryor, Terrelle rush for 1 yard to the MARS17 (Boyett, John).";"2";"73";"59";"7,2,59";"V";"R";"ACTIVE";
"61";"2";"9";"V17";"2nd & 9 at MARS17: Pryor, Terrelle rush for 1 yard to the MARS18 (Ferras, Blake).";"2";"73";"60";"7,3,60";"V";"R";"ACTIVE";
"62";"3";"8";"V18";"3rd & 8 at MARS18: Pryor, Terrelle sacked for loss of 1 yard to the MARS17 (Paysinger, S.;Matthews, Casey).";"2";"73";"61";"7,4,61";"V";"P";"ACTIVE";
"63";"4";"9";"V17";"4th & 9 at MARS17: Thoma, Jon punt 41 yards to the MARS42, Barner, Kenjon return 28 yards to the MARS30, out-of-bounds (Denlinger, Todd).";"2";"73";"62";"7,5,62";"V";"U";"ACTIVE";
"64";"1";"10";"V30";"1st & 10 at MARS30: MARSGON drive start at 12:10.";"2";"73";"63";"8,1,63";"H";;"ACTIVE";
"65";"1";"10";"V30";"1st & 10 at MARS30: James, L. rush for 3 yards to the MARS27, out-of-bounds (Homan, Ross).";"2";"73";"64";"8,2,64";"H";"R";"ACTIVE";
"66";"2";"7";"V27";"2nd & 7 at MARS27: Masoli, J. pass incomplete.";"2";"73";"65";"8,3,65";"H";"P";"ACTIVE";
"67";"3";"7";"V27";"3rd & 7 at MARS27: PENALTY MARS false start (Weems, Darrion) 5 yards to the MARS32.";"2";"73";"66";"8,4,66";"H";"E";"ACTIVE";
"68";"3";"12";"V32";"3rd & 12 at MARS32: Masoli, J. pass complete to James, L. for 3 yards to the MARS29 (Homan, Ross).";"2";"73";"67";"8,5,67";"H";"P";"ACTIVE";
"69";"4";"9";"V29";"4th & 9 at MARS29: Masoli, J. pass complete to Maehl, Jeff for 10 yards to the MARS19, 1ST DOWN MARS, out-of-bounds.";"2";"73";"68";"8,6,68";"H";"P";"ACTIVE";
"70";"1";"10";"V19";"1st & 10 at MARS19: James, L. rush for 3 yards to the MARS16 (Larimore, D).";"2";"73";"69";"8,7,69";"H";"R";"ACTIVE";
"71";"2";"7";"V16";"2nd & 7 at MARS16: James, L. rush for 13 yards to the MARS3, 1ST DOWN MARS (Coleman, Kurt).";"2";"73";"70";"8,8,70";"H";"R";"ACTIVE";
"72";"1";"0";"V03";"1st & GOAL at MARS03: Barner, Kenjon rush for no gain to the MARS3 (Rolle, Brian).";"2";"73";"71";"8,9,71";"H";"R";"ACTIVE";
"73";"2";"0";"V03";"2nd & GOAL at MARS03: Blount, L. rush for 3 yards to the MARS0, TOUCHDOWN, clock 09:14.";"2";"73";"72";"8,10,72";"H";"R";"ACTIVE";
"74";"1";"0";"V03";"1st & GOAL at MARS03: Flint, Morgan kick attempt good.";"2";"73";"74";"8,11,74";"H";"X";"ACTIVE";
"75";"1";"0";"H30";"1st & GOAL at OSU30: Beard, Rob kickoff 66 yards to the MARS4, Saine, Brandon return 16 yards to the MARS20 (Johnson, Marvin).";"2";"73";"75";"8,12,75";"H";"K";"ACTIVE";
"76";"1";"10";"V20";"1st & 10 at MARS20: OHIO STATE drive start at 09:08.";"2";"73";"76";"9,1,76";"V";;"ACTIVE";
"77";"1";"10";"V20";"1st & 10 at MARS20: Pryor, Terrelle pass complete to Herron, Dan for 4 yards to the MARS24 (Matthews, Casey).";"2";"73";"77";"9,2,77";"V";"P";"ACTIVE";
"78";"2";"6";"V24";"2nd & 6 at MARS24: Herron, Dan rush for 4 yards to the MARS28 (Rowe, Kenny;Jackson, Tal.).";"2";"73";"78";"9,3,78";"V";"R";"ACTIVE";
"79";"3";"2";"V28";"3rd & 2 at MARS28: Herron, Dan rush for 4 yards to the MARS32, 1ST DOWN MARS, out-of-bounds (Ward, T.J.).";"2";"73";"79";"9,4,79";"V";"R";"ACTIVE";
"80";"1";"10";"V32";"1st & 10 at MARS32: Pryor, Terrelle pass incomplete to Sanzenbacher, D.";"2";"73";"80";"9,5,80";"V";"P";"ACTIVE";
"81";"2";"10";"V32";"2nd & 10 at MARS32: Herron, Dan rush for 5 yards to the MARS37 (Boyett, John).";"2";"73";"81";"9,6,81";"V";"R";"ACTIVE";
"82";"3";"5";"V37";"3rd & 5 at MARS37: Pryor, Terrelle rush for 1 yard to the MARS38 (Tukuafu, Will;Rowe, Kenny), PENALTY MARS face mask (Bair, Brandon) 15 yards to the MARS47, 1ST DOWN MARS.";"2";"73";"82";"9,7,82";"V";"R";"ACTIVE";
"83";"1";"10";"H47";"1st & 10 at OSU47: 1st and 10.";"2";"73";"83";"9,8,83";"V";;"ACTIVE";
"84";"1";"10";"H47";"1st & 10 at OSU47: PENALTY MARS false start (Shugarts, J.B.) 5 yards to the MARS48.";"2";"73";"84";"9,9,84";"V";"E";"ACTIVE";
"85";"1";"15";"V48";"1st & 15 at MARS48: Pryor, Terrelle pass complete to Posey, DeVier for 4 yards to the MARS48 (Harris, Cliff).";"2";"73";"85";"9,10,85";"V";"P";"ACTIVE";
"86";"2";"11";"H48";"2nd & 11 at OSU48: Pryor, Terrelle pass complete to Herron, Dan for loss of 1 yard to the MARS49 (Clay, Michael).";"2";"73";"86";"9,11,86";"V";"P";"ACTIVE";
"87";"3";"12";"H49";"3rd & 12 at OSU49: Pryor, Terrelle pass complete to Herron, Dan for 15 yards to the MARS34, 1ST DOWN MARS (Pleasant, Eddie).";"2";"73";"87";"9,12,87";"V";"P";"ACTIVE";
"88";"1";"10";"H34";"1st & 10 at OSU34: Pryor, Terrelle pass complete to Posey, DeVier for 9 yards to the MARS25 (Harris, Cliff).";"2";"73";"88";"9,13,88";"V";"P";"ACTIVE";
"89";"2";"1";"H25";"2nd & 1 at OSU25: Saine, Brandon rush for 2 yards to the MARS23, 1ST DOWN MARS (Turner, Terrell).";"2";"73";"89";"9,14,89";"V";"R";"ACTIVE";
"90";"1";"10";"H23";"1st & 10 at OSU23: PENALTY MARS illegal shift 5 yards to the MARS28.";"2";"73";"90";"9,15,90";"V";"E";"ACTIVE";
"91";"1";"15";"H28";"1st & 15 at OSU28: Pryor, Terrelle pass complete to Posey, DeVier for 8 yards to the MARS20 (Boyett, John).";"2";"73";"91";"9,16,91";"V";"P";"ACTIVE";
"92";"2";"7";"H20";"2nd & 7 at OSU20: Pryor, Terrelle rush for no gain to the MARS20 (Paysinger, S.).";"2";"73";"92";"9,17,92";"V";"R";"ACTIVE";
"93";"3";"7";"H20";"3rd & 7 at OSU20: Timeout Oregon, clock 02:04.";"2";"73";"93";"9,18,93";"V";"#";"ACTIVE";
"94";"3";"7";"H20";"3rd & 7 at OSU20: Pryor, Terrelle rush for 6 yards to the MARS14, out-of-bounds (Pleasant, Eddie).";"2";"73";"94";"9,19,94";"V";"R";"ACTIVE";
"95";"4";"1";"H14";"4th & 1 at OSU14: Timeout Ohio State, clock 01:55.";"2";"73";"95";"9,20,95";"V";"#";"ACTIVE";
"96";"4";"1";"H14";"4th & 1 at OSU14: Saine, Brandon rush for 4 yards to the MARS10, 1ST DOWN MARS (Matthews, Casey;Jackson, Tal.).";"2";"73";"96";"9,21,96";"V";"R";"ACTIVE";
"97";"1";"0";"H10";"1st & GOAL at OSU10: Pryor, Terrelle pass incomplete to Posey, DeVier.";"2";"73";"97";"9,22,97";"V";"P";"ACTIVE";
"98";"2";"0";"H10";"2nd & GOAL at OSU10: Pryor, Terrelle pass complete to Sanzenbacher, D for loss of 3 yards to the MARS13 (Boyett, John).";"2";"73";"98";"9,23,98";"V";"P";"ACTIVE";
"99";"3";"0";"H13";"3rd & GOAL at OSU13: Timeout Oregon, clock 01:14.";"2";"73";"99";"9,24,99";"V";"#";"ACTIVE";
"100";"3";"0";"H13";"3rd & GOAL at OSU13: Pryor, Terrelle pass incomplete to Posey, DeVier (Lewis, Javes).";"2";"73";"100";"9,25,100";"V";"P";"ACTIVE";
"101";"4";"0";"H13";"4th & GOAL at OSU13: Barclay, Devin field goal attempt from 30 GOOD, clock 01:05.";"2";"73";"101";"9,26,101";"V";"F";"ACTIVE";
"102";"1";"0";"V30";"1st & GOAL at MARS30: Barclay, Devin kickoff 46 yards to the MARS24, Harris, Cliff return 7 yards to the MARS31 (Rolle, Brian).";"2";"73";"102";"9,27,102";"V";"K";"ACTIVE";
"103";"1";"10";"H31";"1st & 10 at OSU31: MARSGON drive start at 01:01.";"2";"73";"103";"10,1,103";"H";;"ACTIVE";
"104";"1";"10";"H31";"1st & 10 at OSU31: Timeout Ohio State, clock 01:01.";"2";"73";"104";"10,2,104";"H";"#";"ACTIVE";
"105";"1";"10";"H31";"1st & 10 at OSU31: Masoli, J. pass incomplete to James, L..";"2";"73";"105";"10,3,105";"H";"P";"ACTIVE";
"106";"2";"10";"H31";"2nd & 10 at OSU31: Masoli, J. pass complete to Tuinei, L. for 23 yards to the MARS46, 1ST DOWN MARS (Russell, A).";"2";"73";"106";"10,4,106";"H";"P";"ACTIVE";
"107";"1";"10";"V46";"1st & 10 at MARS46: Masoli, J. pass complete to James, L. for 3 yards to the MARS43, out-of-bounds (Homan, Ross).";"2";"73";"107";"10,5,107";"H";"P";"ACTIVE";
"108";"2";"7";"V43";"2nd & 7 at MARS43: Masoli, J. pass incomplete to Dickson, Ed.";"2";"73";"108";"10,6,108";"H";"P";"ACTIVE";
"109";"3";"7";"V43";"3rd & 7 at MARS43: Masoli, J. pass intercepted by Homan, Ross at the MARS34 (Worthington, D), Homan, Ross return 20 yards to the MARS46 (Holmes, Jordan).";"2";"73";"109";"10,7,109";"H";"P";"ACTIVE";
"110";"1";"10";"H46";"1st & 10 at OSU46: OHIO STATE drive start at 00:25.";"2";"73";"110";"11,1,110";"V";;"ACTIVE";
"111";"1";"10";"H46";"1st & 10 at OSU46: Pryor, Terrelle pass incomplete.";"2";"73";"111";"11,2,111";"V";"P";"ACTIVE";
"112";"2";"10";"H46";"2nd & 10 at OSU46: Pryor, Terrelle pass complete to Sanzenbacher, D for 18 yards to the MARS28, 1ST DOWN MARS (Ward, T.J.).";"2";"73";"112";"11,3,112";"V";"P";"ACTIVE";
"113";"1";"10";"H28";"1st & 10 at OSU28: TEAM pass incomplete.";"2";"73";"113";"11,4,113";"V";"P";"ACTIVE";
"114";"2";"10";"H28";"2nd & 10 at OSU28: Pryor, Terrelle pass incomplete.";"2";"73";"114";"11,5,114";"V";"P";"ACTIVE";
"115";"3";"10";"H28";"3rd & 10 at OSU28: Timeout Oregon, clock 00:02.";"2";"73";"115";"11,6,115";"V";"#";"ACTIVE";
"116";"3";"10";"H28";"3rd & 10 at OSU28: Pettrey, Aaron field goal attempt from 45 GOOD, clock 00:00.";"2";"73";"116";"11,7,116";"V";"F";"ACTIVE";
"117";"1";"0";"V30";"1st & GOAL at MARS30: End of half, clock 00:00.";"2";"73";"118";"11,8,118";"V";"#";"ACTIVE";
"118";"1";"0";"V30";"1st & GOAL at MARS30: Start of 3rd quarter, clock 15:00, MARS ball on MARS30.";"3";"73";"119";"11,9,119";"V";"#";"ACTIVE";
"119";"1";"0";"V30";"1st & GOAL at MARS30: Barclay, Devin kickoff 62 yards to the MARS8, Barner, Kenjon return 39 yards to the MARS47, out-of-bounds (Wood, Jamie).";"3";"73";"120";"11,10,120";"V";"K";"ACTIVE";
"120";"1";"10";"H47";"1st & 10 at OSU47: MARSGON drive start at 14:52.";"3";"73";"121";"12,1,121";"H";;"ACTIVE";
"121";"1";"10";"H47";"1st & 10 at OSU47: James, L. rush for 6 yards to the MARS47 (Russell, A).";"3";"73";"122";"12,2,122";"H";"R";"ACTIVE";
"122";"2";"4";"V47";"2nd & 4 at MARS47: James, L. rush for loss of 1 yard to the MARS48 (Gibson, T).";"3";"73";"123";"12,3,123";"H";"R";"ACTIVE";
"123";"3";"5";"V48";"3rd & 5 at MARS48: Masoli, J. pass incomplete to Maehl, Jeff, PENALTY MARS pass interference (Chekwa, Chimdi) 14 yards to the MARS34, 1ST DOWN MARS, NO PLAY.";"3";"73";"124";"12,4,124";"H";"E";"ACTIVE";
"124";"1";"10";"V34";"1st & 10 at MARS34: Masoli, J. pass incomplete.";"3";"73";"125";"12,5,125";"H";"P";"ACTIVE";
"125";"2";"10";"V34";"2nd & 10 at MARS34: James, L. rush for 2 yards to the MARS32 (Homan, Ross).";"3";"73";"126";"12,6,126";"H";"R";"ACTIVE";
"126";"3";"8";"V32";"3rd & 8 at MARS32: James, L. rush for 5 yards to the MARS27 (Homan, Ross;Simon, John).";"3";"73";"127";"12,7,127";"H";"R";"ACTIVE";
"127";"4";"3";"V27";"4th & 3 at MARS27: Masoli, J. pass complete to Tuinei, L. for 7 yards to the MARS20, 1ST DOWN MARS (Torrence, Devon).";"3";"73";"128";"12,8,128";"H";"P";"ACTIVE";
"128";"1";"10";"V20";"1st & 10 at MARS20: James, L. rush for 1 yard to the MARS19 (Homan, Ross;Heyward, C).";"3";"73";"129";"12,9,129";"H";"R";"ACTIVE";
"129";"2";"9";"V19";"2nd & 9 at MARS19: Masoli, J. pass incomplete to Dickson, Ed.";"3";"73";"130";"12,10,130";"H";"P";"ACTIVE";
"130";"3";"9";"V19";"3rd & 9 at MARS19: Masoli, J. pass complete to Barner, Kenjon for 13 yards to the MARS6, 1ST DOWN MARS (Russell, A).";"3";"73";"131";"12,11,131";"H";"P";"ACTIVE";
"131";"1";"0";"V06";"1st & GOAL at MARS06: Barner, Kenjon rush for 2 yards to the MARS4 (Homan, Ross).";"3";"73";"132";"12,12,132";"H";"R";"ACTIVE";
"132";"2";"0";"V04";"2nd & GOAL at MARS04: Barner, Kenjon rush for 3 yards to the MARS1 (Coleman, Kurt).";"3";"73";"133";"12,13,133";"H";"R";"ACTIVE";
"133";"3";"0";"V01";"3rd & GOAL at MARS01: Masoli, J. rush for 1 yard to the MARS0, TOUCHDOWN, clock 11:03.";"3";"73";"134";"12,14,134";"H";"R";"ACTIVE";
"134";"1";"0";"V03";"1st & GOAL at MARS03: Flint, Morgan kick attempt good.";"3";"73";"135";"12,15,135";"H";"X";"ACTIVE";
"135";"1";"0";"H30";"1st & GOAL at OSU30: Beard, Rob kickoff 62 yards to the MARS8, Herron, Dan return 22 yards to the MARS30 (Butterfield, B.), PENALTY MARS holding (Domicone, Zach) 10 yards to the MARS20, 1st and 10, MARS ball on MARS20.";"3";"73";"136";"12,16,136";"H";"K";"ACTIVE";
"136";"1";"10";"V20";"1st & 10 at MARS20: OHIO STATE drive start at 10:57.";"3";"73";"137";"13,1,137";"V";;"ACTIVE";
"137";"1";"10";"V20";"1st & 10 at MARS20: Saine, Brandon rush for 5 yards to the MARS25 (Boyett, John).";"3";"73";"138";"13,2,138";"V";"R";"ACTIVE";
"138";"2";"5";"V25";"2nd & 5 at MARS25: Pryor, Terrelle pass complete to Sanzenbacher, D for 8 yards to the MARS33, 1ST DOWN MARS (Paysinger, S.).";"3";"73";"139";"13,3,139";"V";"P";"ACTIVE";
"139";"1";"10";"V33";"1st & 10 at MARS33: Saine, Brandon rush for 2 yards to the MARS35 (Ward, T.J.).";"3";"73";"140";"13,4,140";"V";"R";"ACTIVE";
"140";"2";"8";"V35";"2nd & 8 at MARS35: Pryor, Terrelle pass complete to Posey, DeVier for 36 yards to the MARS29, 1ST DOWN MARS, out-of-bounds.";"3";"73";"141";"13,5,141";"V";"P";"ACTIVE";
"141";"1";"10";"H29";"1st & 10 at OSU29: Pryor, Terrelle pass complete to Sanzenbacher, D for 5 yards to the MARS24, out-of-bounds (Harris, Cliff).";"3";"73";"142";"13,6,142";"V";"P";"ACTIVE";
"142";"2";"5";"H24";"2nd & 5 at OSU24: Saine, Brandon rush for 4 yards to the MARS20, out-of-bounds (Ward, T.J.).";"3";"73";"143";"13,7,143";"V";"R";"ACTIVE";
"143";"3";"1";"H20";"3rd & 1 at OSU20: Saine, Brandon rush for 2 yards to the MARS18, 1ST DOWN MARS (Matthews, Casey).";"3";"73";"144";"13,8,144";"V";"R";"ACTIVE";
"144";"1";"10";"H18";"1st & 10 at OSU18: Saine, Brandon rush for loss of 3 yards to the MARS21 (Bair, Brandon).";"3";"73";"145";"13,9,145";"V";"R";"ACTIVE";
"145";"2";"13";"H21";"2nd & 13 at OSU21: Pryor, Terrelle pass incomplete to Sanzenbacher, D (Boyett, John).";"3";"73";"146";"13,10,146";"V";"P";"ACTIVE";
"146";"3";"13";"H21";"3rd & 13 at OSU21: Pryor, Terrelle pass incomplete to Sanzenbacher, D.";"3";"73";"147";"13,11,147";"V";"P";"ACTIVE";
